__id,carat,cut,color,clarity,depth,table,label,x,y,z
2446,0.9,2,5,1,63.4,56.0,3187,6.15,5.99,3.85
3282,0.91,3,3,1,61.3,60.0,3363,6.2,6.17,3.79
26041,1.5,3,6,3,61.8,60.0,15240,7.37,7.3,4.53
46455,0.52,4,6,3,62.1,57.0,1774,5.13,5.17,3.2
20938,1.05,4,5,5,62.4,56.0,9146,6.52,6.49,4.06
25080,2.01,3,2,3,62.6,59.0,13599,8.02,7.88,4.98
49890,0.57,4,5,4,62.0,55.0,2177,5.31,5.34,3.3
48941,0.52,2,3,6,59.2,58.0,2045,5.28,5.31,3.14
52422,0.7,3,6,2,61.2,58.0,2512,5.74,5.7,3.5
33605,0.31,4,6,1,61.3,56.0,462,4.36,4.41,2.69
42326,0.41,2,4,6,58.9,58.0,1295,4.84,4.87,2.86
17475,1.34,4,1,4,62.2,57.0,7016,7.02,7.06,4.38
35416,0.4,3,3,2,62.0,59.0,900,4.74,4.71,2.93
1384,0.3,2,2,5,62.0,56.0,559,4.28,4.3,2.66
45996,0.53,2,3,5,60.5,59.0,1724,5.24,5.29,3.19
18790,1.53,3,4,1,60.9,60.0,7685,7.5,7.37,4.53
7432,0.76,4,6,4,61.3,57.0,4229,5.87,5.9,3.61
24363,0.42,4,0,4,62.3,53.0,636,4.83,4.86,3.02
17563,1.0,3,4,3,59.0,59.0,7072,6.54,6.51,3.85
43995,0.3,4,1,2,61.3,56.0,394,4.32,4.33,2.65
5679,1.01,2,1,1,61.8,60.0,3885,6.34,6.37,3.93
10446,1.01,4,5,1,62.2,56.0,4788,6.42,6.45,4.0
42968,0.53,2,3,2,60.2,57.0,1367,5.22,5.28,3.16
40405,0.54,4,3,1,61.8,54.0,1133,5.24,5.28,3.25
14245,1.13,0,2,2,65.3,59.0,5771,6.52,6.44,4.23
25878,2.43,0,3,1,64.5,57.0,14975,8.41,8.36,5.41
8669,1.02,3,4,2,62.6,58.0,4455,6.42,6.36,4.0
24742,1.2,4,4,6,61.1,55.0,13088,6.86,6.89,4.2
23765,2.04,3,2,1,58.0,58.0,11820,8.45,8.36,4.88
17593,1.09,4,3,3,62.4,55.0,7081,6.61,6.56,4.11
41553,0.53,4,2,2,62.5,56.0,1236,5.15,5.19,3.23
42438,0.53,2,6,1,62.9,54.0,1314,5.13,5.17,3.24
19267,1.39,3,3,2,61.3,59.0,7991,7.24,7.15,4.41
31992,0.3,3,4,3,62.2,60.0,776,4.27,4.22,2.64
23434,1.62,2,2,3,59.6,59.0,11427,7.59,7.67,4.55
46575,0.56,4,5,2,62.8,58.0,1784,5.31,5.26,3.32
39640,0.49,3,5,2,61.5,58.0,1084,5.08,5.06,3.12
41554,0.41,4,4,6,62.3,56.0,1236,4.79,4.77,2.98
50687,0.54,4,3,7,61.2,57.0,2289,5.26,5.28,3.22
49076,0.64,2,3,4,60.4,62.0,2060,5.54,5.58,3.36
49210,0.55,4,5,4,61.7,55.0,2079,5.29,5.27,3.26
35638,0.24,2,6,2,63.1,55.0,475,3.95,4.01,2.51
12563,1.52,4,2,1,59.9,55.0,5277,7.54,7.45,4.49
37734,0.51,0,0,3,65.3,55.0,996,4.97,4.96,3.24
17767,1.22,3,4,3,63.0,60.0,7154,6.85,6.74,4.28
47735,0.55,4,6,4,61.7,55.0,1890,5.25,5.26,3.24
34011,0.34,4,4,5,61.3,56.0,848,4.52,4.56,2.78
20965,1.01,2,4,6,63.2,56.0,9176,6.39,6.33,4.02
48656,0.34,2,2,3,62.4,60.0,537,4.41,4.44,2.76
29777,0.3,3,1,6,62.8,59.0,709,4.29,4.24,2.68
35645,0.31,4,3,5,61.4,56.0,907,4.38,4.35,2.68
18150,1.14,4,2,5,61.9,56.0,7354,6.69,6.72,4.15
11386,0.34,4,5,2,61.0,57.0,596,4.48,4.51,2.74
20814,1.08,4,2,6,61.8,57.0,9041,6.55,6.59,4.06
29670,0.32,4,3,4,61.3,55.0,707,4.45,4.43,2.72
47832,0.57,2,6,2,59.8,60.0,1906,5.4,5.34,3.21
53170,0.71,3,5,2,61.1,57.0,2629,5.73,5.69,3.49
24320,2.03,4,3,1,62.2,57.0,12573,8.09,8.06,5.03
29590,0.43,1,4,2,60.7,61.0,706,4.86,4.89,2.96
31973,0.3,2,1,3,60.5,55.0,453,4.34,4.37,2.63
41643,0.4,4,5,5,61.8,55.0,1238,4.78,4.74,2.94
51634,0.31,2,2,4,61.4,61.0,544,4.33,4.36,2.67
48645,0.27,4,5,3,60.8,56.0,537,4.25,4.23,2.58
50075,0.51,4,4,5,62.2,56.0,2203,5.12,5.08,3.17
53529,0.74,4,1,4,62.5,56.0,2690,5.76,5.8,3.61
13177,1.12,2,5,2,58.8,61.0,5447,6.74,6.8,3.98
33052,0.3,4,4,6,61.9,54.0,814,4.35,4.37,2.7
15464,1.02,4,6,2,62.3,57.0,6191,6.41,6.44,4.0
14686,1.14,3,4,2,59.6,58.0,5925,6.78,6.8,4.05
39181,0.35,4,6,3,61.5,56.0,1063,4.55,4.53,2.79
28878,0.31,4,6,2,61.2,57.0,684,4.38,4.34,2.67
51954,0.63,4,3,5,62.6,56.0,2442,5.45,5.48,3.42
47991,0.32,1,4,2,63.2,55.0,533,4.37,4.4,2.77
10740,0.33,3,5,1,60.0,59.0,594,4.49,4.47,2.69
518,0.77,4,1,5,62.1,57.0,2824,5.84,5.86,3.63
52119,0.75,2,4,2,60.6,60.0,2463,5.88,5.91,3.57
42716,0.54,4,5,1,60.7,56.0,1340,5.3,5.25,3.2
44648,0.28,2,3,5,62.3,56.0,522,4.16,4.19,2.6
44529,0.53,4,2,4,61.2,56.0,1601,5.23,5.26,3.21
7168,0.78,4,6,3,62.3,54.0,4183,5.87,5.91,3.67
16471,1.0,4,4,3,61.7,54.0,6580,6.42,6.39,3.95
22288,1.58,4,1,3,61.1,55.0,10338,7.48,7.53,4.59
32614,0.3,1,3,3,63.5,58.0,456,4.24,4.29,2.71
10563,1.01,1,4,2,61.6,63.0,4816,6.42,6.47,3.97
15746,1.0,2,4,3,63.2,59.0,6296,6.35,6.3,4.0
17349,1.11,4,2,5,61.4,57.0,6962,6.67,6.63,4.08
19161,1.0,0,5,5,65.4,56.0,7918,6.28,6.2,4.08
35701,0.3,3,6,3,62.5,59.0,911,4.28,4.23,2.66
37198,0.39,4,3,5,61.1,56.0,974,4.7,4.72,2.88
13675,0.91,2,6,4,62.5,56.0,5597,6.14,6.18,3.85
40062,0.53,3,2,1,62.5,60.0,1113,5.18,5.16,3.23
33522,0.34,4,5,3,62.0,56.0,829,4.48,4.46,2.77
21524,1.54,4,2,1,60.9,56.0,9624,7.45,7.43,4.53
1011,0.7,2,4,2,61.9,58.0,2900,5.71,5.72,3.54
8603,1.11,2,1,1,62.5,58.0,4442,6.59,6.65,4.14
37232,0.4,3,5,3,60.7,60.0,975,4.75,4.7,2.87
14450,1.31,3,1,3,60.4,59.0,5832,7.16,7.05,4.29
36153,0.33,4,5,3,62.4,55.0,928,4.42,4.4,2.75
28844,0.41,2,2,2,62.9,55.0,683,4.75,4.82,3.01
11055,0.28,2,6,6,60.3,62.0,596,4.22,4.24,2.55
15076,1.02,1,3,4,64.3,57.0,6059,6.34,6.28,4.06
23756,1.56,2,2,4,63.9,57.0,11804,7.3,7.37,4.69
39161,0.35,4,5,4,61.2,56.0,1063,4.55,4.53,2.78
32268,0.3,4,5,5,61.7,55.0,789,4.28,4.31,2.65
38733,0.4,4,3,6,62.0,55.0,1043,4.74,4.78,2.95
49543,0.63,2,2,6,62.0,57.0,2127,5.47,5.5,3.4
17481,1.04,3,5,3,62.4,58.0,7019,6.56,6.51,4.08
5642,0.9,2,1,4,62.0,61.0,3880,6.12,6.18,3.81
49919,0.7,3,3,2,61.8,59.0,2184,5.68,5.59,3.48
249,0.81,4,3,1,61.6,56.0,2789,5.97,6.01,3.69
21563,1.75,4,0,3,62.1,57.0,9663,7.71,7.66,4.77
11501,1.05,2,3,2,59.7,58.0,5019,6.6,6.66,3.96
12219,1.0,3,4,2,62.3,59.0,5197,6.37,6.43,3.99
12089,1.28,3,2,1,62.5,62.0,5161,6.89,6.84,4.3
639,0.73,3,3,4,61.4,58.0,2841,5.82,5.77,3.56
12125,1.0,2,6,3,63.4,59.0,5169,6.35,6.3,4.01
9373,0.32,3,6,2,60.8,58.0,589,4.41,4.44,2.69
4296,1.11,3,6,0,61.9,58.0,3589,6.63,6.66,4.11
44742,0.62,4,2,2,61.4,56.0,1618,5.51,5.49,3.38
47079,0.52,4,6,3,62.6,55.0,1822,5.12,5.14,3.21
15510,1.01,2,3,3,60.2,58.0,6213,6.51,6.54,3.93
39631,0.34,4,5,6,62.2,56.0,1084,4.49,4.45,2.78
37392,0.5,4,1,2,61.9,58.0,982,5.06,5.09,3.14
37591,0.24,2,5,5,64.0,56.0,485,3.94,3.97,2.53
22849,1.5,1,2,3,63.9,60.0,10886,7.22,7.17,4.6
31471,0.34,3,2,4,62.1,58.0,765,4.49,4.46,2.78
50299,0.28,2,5,5,62.0,56.0,544,4.22,4.3,2.63
7537,0.7,2,6,6,62.7,54.0,4244,5.67,5.71,3.57
4472,0.82,4,5,2,61.8,58.0,3622,5.99,6.05,3.72
29102,0.34,3,1,4,61.0,60.0,689,4.51,4.48,2.74
32859,0.4,3,2,4,62.6,58.0,807,4.68,4.71,2.94
40344,0.39,4,4,6,61.4,54.0,1129,4.7,4.73,2.9
46973,0.38,1,1,2,63.7,57.0,529,4.63,4.57,2.93
38365,0.38,3,6,3,60.8,58.0,1021,4.73,4.68,2.86
3319,0.76,4,3,4,61.6,56.0,3372,5.82,5.87,3.6
45450,0.53,4,2,5,61.8,56.0,1674,5.2,5.22,3.22
3675,0.9,3,3,1,60.4,58.0,3445,6.25,6.3,3.79
13646,1.24,2,1,2,60.0,59.0,5584,6.98,7.01,4.2
11776,1.02,4,3,2,62.2,56.0,5082,6.44,6.46,4.01
10837,1.09,4,2,2,62.2,56.0,4871,6.59,6.56,4.09
26369,0.32,2,4,3,59.5,61.0,645,4.42,4.46,2.64
34309,0.29,4,4,6,60.9,57.0,858,4.32,4.29,2.62
10121,1.02,3,6,1,60.3,58.0,4718,6.52,6.48,3.92
46651,0.51,3,6,3,59.7,58.0,1787,5.18,5.24,3.11
27973,0.3,3,5,3,62.2,60.0,658,4.24,4.28,2.65
14172,1.01,3,5,2,61.0,59.0,5749,6.47,6.44,3.94
1940,0.9,3,5,1,60.7,61.0,3084,6.22,6.16,3.76
31192,0.4,2,0,4,63.5,56.0,756,4.7,4.69,2.98
31629,0.3,4,2,2,62.2,57.0,450,4.27,4.31,2.67
31469,0.34,3,2,4,61.6,59.0,765,4.54,4.49,2.78
20674,1.03,4,3,6,59.9,61.0,8955,6.56,6.63,3.95
10802,1.06,3,4,2,62.4,58.0,4862,6.56,6.51,4.07
45856,0.54,4,6,2,62.6,55.0,1715,5.23,5.19,3.26
20419,1.06,4,4,5,61.1,57.0,8776,6.62,6.57,4.03
50346,0.7,3,2,4,60.5,58.0,2245,5.73,5.77,3.48
3073,0.84,1,3,3,63.6,59.0,3312,5.94,5.89,3.76
5658,0.9,2,4,2,63.1,58.0,3881,6.18,6.12,3.88
42255,0.5,1,5,2,62.5,59.0,1293,5.04,5.07,3.16
26306,1.7,3,5,2,61.8,58.0,15804,7.62,7.52,4.68
19171,1.17,4,4,3,61.8,55.0,7927,6.74,6.81,4.19
29214,0.31,4,4,4,61.2,57.0,695,4.36,4.39,2.68
49463,0.72,4,2,1,61.4,55.0,2112,5.81,5.78,3.56
9314,1.06,4,3,1,61.0,57.0,4578,6.56,6.61,4.02
48080,0.56,2,5,4,62.7,60.0,1931,5.25,5.28,3.3
18047,0.35,4,2,4,62.0,56.0,614,4.54,4.56,2.82
16420,1.03,4,3,4,62.1,57.0,6558,6.44,6.47,4.01
22705,0.34,4,4,2,59.4,57.0,630,4.58,4.54,2.71
34822,0.3,2,2,6,63.3,55.0,878,4.34,4.29,2.73
603,0.7,3,4,3,60.9,61.0,2838,5.71,5.66,3.46
42913,0.41,4,5,5,61.6,55.0,1363,4.81,4.84,2.97
23358,0.3,4,3,2,62.1,53.0,422,4.32,4.37,2.7
30788,0.3,2,6,4,62.1,58.0,742,4.25,4.29,2.65
11378,0.4,2,0,3,62.9,57.0,596,4.7,4.75,2.97
8476,1.01,3,4,1,62.2,59.0,4416,6.38,6.42,3.98
53152,0.7,4,1,2,60.4,57.0,2623,5.75,5.79,3.49
53412,0.96,3,1,1,61.3,60.0,2669,6.45,6.25,3.9
19950,1.55,4,0,3,61.4,55.0,8498,7.41,7.49,4.58
41220,0.43,4,3,6,61.5,56.0,1207,4.85,4.87,2.99
323,0.71,3,4,3,62.8,57.0,2801,5.69,5.64,3.56
18356,1.04,4,3,4,61.8,56.0,7467,6.5,6.52,4.02
34855,0.3,3,3,5,62.2,59.0,878,4.31,4.28,2.67
32630,0.23,1,4,6,58.1,52.0,458,4.03,4.1,2.36
20098,1.51,2,3,1,63.2,55.0,8574,7.32,7.27,4.61
15175,1.01,3,4,3,61.1,59.0,6097,6.44,6.35,3.91
46671,0.59,2,5,3,62.3,55.0,1789,5.39,5.43,3.37
44811,0.5,2,3,4,61.0,59.0,1624,5.09,5.14,3.12
46648,0.3,2,5,2,61.9,58.0,526,4.27,4.33,2.66
51027,0.76,0,2,2,61.9,70.0,2328,5.84,5.77,3.59
49533,0.6,4,6,3,60.4,57.0,2125,5.53,5.49,3.33
15277,1.22,4,4,1,61.7,54.9,6132,6.84,6.9,4.24
47437,0.55,4,3,3,60.4,56.0,1854,5.38,5.31,3.23
48318,0.34,2,3,2,61.2,54.0,536,4.53,4.56,2.78
46902,0.56,3,6,2,60.6,59.0,1814,5.36,5.34,3.24
8656,1.02,3,2,1,62.7,59.0,4455,6.41,6.34,4.0
39073,0.55,4,0,2,62.5,57.0,1059,5.24,5.22,3.27
24228,2.01,3,2,1,60.8,59.0,12423,8.08,8.0,4.89
38047,0.39,2,4,3,63.3,55.0,1011,4.66,4.63,2.94
33469,0.32,4,4,3,61.2,56.0,828,4.44,4.41,2.71
37936,0.26,2,3,5,62.5,55.0,486,4.1,4.12,2.57
40498,0.42,4,4,5,62.2,56.0,1142,4.79,4.82,2.99
44292,0.52,3,3,3,62.4,56.0,1577,5.19,5.16,3.23
22141,2.19,3,0,1,58.8,58.0,10179,8.57,8.53,5.03
37598,0.23,2,5,5,59.7,54.0,485,4.02,4.05,2.41
51509,0.55,4,3,7,61.1,57.0,2383,5.26,5.31,3.23
35119,0.38,1,1,7,56.6,59.0,886,4.82,4.87,2.74
19189,1.01,4,3,5,62.5,56.0,7941,6.38,6.41,4.0
24883,1.5,1,3,3,61.4,58.8,13307,7.32,7.37,4.5
28504,0.29,4,3,7,61.3,55.0,673,4.25,4.28,2.61
27445,2.01,1,3,2,60.8,61.0,18077,7.99,8.09,4.89
47965,0.52,4,6,3,61.8,57.0,1919,5.2,5.16,3.2
3156,0.9,2,1,3,58.4,62.0,3334,6.29,6.35,3.69
18208,1.25,3,3,6,62.0,58.0,7389,6.96,6.87,4.29
10176,1.0,0,2,4,64.1,60.0,4732,6.3,6.22,4.01
4074,0.31,4,6,2,61.8,57.0,571,4.32,4.36,2.68
13053,1.09,4,6,1,61.7,59.0,5410,6.64,6.62,4.09
9528,1.02,2,2,2,63.0,58.0,4617,6.34,6.4,4.01
37177,0.32,4,6,3,62.6,55.0,972,4.39,4.37,2.74
12892,1.27,2,1,1,59.7,57.0,5371,6.99,7.04,4.19
38484,0.42,3,4,4,60.9,59.0,1031,4.8,4.85,2.94
16296,1.22,4,4,1,62.5,56.0,6518,6.85,6.81,4.27
31632,0.3,4,2,2,60.9,58.0,450,4.31,4.33,2.63
45582,0.52,4,3,4,60.9,55.0,1689,5.16,5.22,3.16
23307,1.67,4,4,1,62.4,54.0,11341,7.6,7.63,4.75
7028,1.12,4,3,1,62.8,54.0,4158,6.7,6.64,4.19
52615,0.7,1,6,2,62.6,62.0,2546,5.61,5.64,3.52
50837,0.7,2,5,1,59.6,63.0,2310,5.76,5.71,3.42
4590,1.01,1,0,3,62.8,58.0,3655,6.3,6.35,3.97
37196,0.41,2,4,4,61.5,57.0,974,4.77,4.81,2.95
34372,0.41,4,4,3,60.0,56.0,863,4.82,4.88,2.91
32687,0.31,2,3,4,63.2,57.0,802,4.33,4.28,2.72
53300,0.3,4,6,2,61.4,56.0,552,4.32,4.35,2.66
43471,0.59,2,6,1,62.7,58.0,1419,5.32,5.37,3.35
49564,0.53,4,4,5,61.6,55.0,2131,5.21,5.24,3.22
31688,0.26,4,6,5,61.4,56.0,769,4.15,4.12,2.54
2497,0.77,2,3,4,61.1,54.0,3197,5.91,5.94,3.62
37151,0.32,4,5,4,59.9,55.0,972,4.49,4.46,2.68
24552,1.52,4,3,3,61.1,57.0,12840,7.39,7.45,4.53
30231,0.33,4,5,3,61.2,56.0,723,4.45,4.47,2.73
44369,0.51,4,4,2,61.5,55.0,1580,5.13,5.18,3.17
9482,1.01,4,5,1,59.6,60.0,4604,6.52,6.6,3.91
6343,1.0,2,1,2,60.4,63.0,4032,6.44,6.37,3.87
14913,2.03,0,2,0,64.4,59.0,6002,7.91,7.85,5.07
12493,1.08,4,6,1,61.6,57.0,5256,6.58,6.62,4.07
8084,1.01,3,3,2,63.0,59.0,4338,6.32,6.27,3.96
17092,1.34,3,2,2,62.4,57.0,6814,7.07,6.96,4.38
35104,0.3,4,4,7,61.8,55.0,886,4.32,4.35,2.68
10456,1.0,4,2,2,60.3,56.0,4788,6.54,6.52,3.94
45890,0.58,2,6,2,63.5,58.0,1720,5.29,5.32,3.37
1252,0.77,4,1,2,61.5,56.0,2946,5.9,5.93,3.64
18685,1.06,4,4,3,61.4,56.0,7641,6.56,6.61,4.04
27289,2.0,2,2,2,63.3,59.0,17760,8.03,7.96,5.06
2482,0.81,3,3,3,62.9,58.0,3193,5.94,5.88,3.72
20236,1.6,0,6,1,64.7,58.0,8666,7.35,7.28,4.73
16587,1.24,2,2,2,62.4,58.0,6625,6.93,6.82,4.29
39559,0.32,4,3,6,62.4,56.0,1080,4.39,4.36,2.73
22597,1.23,4,3,5,60.8,57.0,10646,6.89,6.92,4.2
30866,0.33,3,3,3,62.6,58.0,743,4.44,4.41,2.77
31650,0.28,2,5,4,61.4,60.0,452,4.16,4.24,2.58
3726,0.36,4,1,4,62.1,56.0,568,4.55,4.59,2.84
26193,2.14,3,1,3,59.3,59.0,15559,8.43,8.39,5.0
25609,1.73,1,5,2,64.2,58.0,14479,7.54,7.5,4.83
26678,0.29,2,3,4,62.1,59.0,426,4.22,4.25,2.63
30412,0.32,3,3,5,61.7,59.0,730,4.37,4.41,2.71
35186,0.31,4,3,7,61.3,56.0,891,4.38,4.4,2.69
20852,2.25,4,5,0,61.4,54.0,9072,8.52,8.46,5.21
4509,0.91,1,5,1,64.3,57.0,3632,6.0,6.04,3.87
5152,1.0,0,6,1,65.6,66.0,3767,6.1,6.01,3.97
35420,0.4,3,3,2,62.7,59.0,900,4.71,4.67,2.94
49295,0.33,4,2,3,61.0,55.0,539,4.49,4.52,2.75
4300,0.74,4,4,4,61.9,54.0,3590,5.78,5.82,3.59
11598,1.16,2,6,1,62.5,60.0,5044,6.64,6.7,4.17
43562,0.49,1,4,4,58.9,60.5,1430,5.17,5.21,3.05
15645,1.0,4,3,3,62.3,54.0,6272,6.42,6.38,3.99
11571,1.1,4,1,2,62.1,57.0,5037,6.6,6.64,4.11
42382,0.6,0,3,2,64.5,56.0,1305,5.27,5.24,3.39
50680,0.7,2,1,4,62.7,58.0,2288,5.61,5.65,3.53
11953,1.11,3,6,1,61.3,60.0,5134,6.6,6.54,4.03
24941,2.03,4,1,1,60.8,59.0,13398,8.12,8.2,4.96
6283,1.01,3,4,1,62.5,61.0,4017,6.37,6.33,3.97
9518,1.07,4,5,1,62.4,57.0,4613,6.52,6.55,4.08
38717,0.42,1,5,5,61.9,61.0,1042,4.72,4.78,2.94
46959,0.27,4,2,5,62.2,56.0,527,4.15,4.18,2.59
1939,0.9,2,5,1,63.4,62.0,3084,6.02,6.0,3.81
13913,1.06,2,2,2,59.3,59.0,5664,6.66,6.7,3.96
41388,0.42,4,4,5,61.1,57.0,1221,4.84,4.82,2.95
3466,0.91,3,3,2,58.0,59.0,3392,6.45,6.38,3.72
25729,1.54,4,3,4,62.0,57.0,14650,7.4,7.45,4.6
36212,0.36,3,3,4,59.7,56.0,932,4.67,4.64,2.78
1058,0.31,3,1,3,60.8,58.0,558,4.37,4.34,2.65
53756,0.7,1,4,4,63.7,55.0,2724,5.56,5.61,3.56
13456,1.04,2,4,2,62.9,54.0,5525,6.46,6.49,4.07
3975,1.15,2,3,0,61.2,58.0,3510,6.74,6.8,4.14
7865,1.0,1,5,1,62.1,61.0,4307,6.36,6.4,3.96
16226,1.03,2,3,4,60.6,58.0,6487,6.48,6.55,3.95
43875,0.5,4,5,3,62.7,55.0,1451,5.08,5.12,3.2
14558,1.0,3,6,2,60.3,59.0,5880,6.47,6.44,3.89
34790,0.4,4,2,5,60.8,55.0,877,4.79,4.82,2.92
46347,0.71,2,6,1,59.6,63.0,1758,5.8,5.71,3.44
53535,0.72,0,5,3,64.4,59.0,2691,5.67,5.64,3.64
40620,0.26,2,4,4,60.4,56.0,499,4.14,4.16,2.51
45680,0.5,4,5,3,61.3,55.0,1695,5.13,5.15,3.15
37791,0.38,3,5,4,60.2,58.0,1000,4.66,4.71,2.82
41224,0.43,3,3,6,60.3,58.0,1207,4.87,4.91,2.95
22651,1.51,1,5,2,63.5,57.0,10696,7.23,7.28,4.61
31646,0.33,4,0,4,61.6,54.0,451,4.5,4.52,2.78
18730,1.7,3,0,1,63.0,60.0,7650,7.59,7.53,4.76
39673,0.42,3,3,3,60.6,59.0,1087,4.85,4.78,2.92
28184,0.37,3,2,2,60.4,59.0,666,4.63,4.58,2.78
25055,1.81,3,5,1,58.2,61.0,13561,8.09,8.02,4.69
42301,0.51,3,5,1,59.5,60.0,1294,5.25,5.17,3.1
975,0.82,1,3,1,59.9,62.0,2893,6.02,6.04,3.61
20185,1.39,3,4,2,62.1,58.0,8631,7.16,7.1,4.43
30466,0.31,3,6,2,61.1,57.0,732,4.36,4.35,2.66
5049,0.31,3,2,2,62.3,55.0,573,4.36,4.34,2.71
50692,0.53,4,4,3,61.6,56.0,2290,5.26,5.23,3.23
42696,0.46,4,2,6,62.4,53.4,1338,4.95,5.01,3.1
25701,0.34,1,6,3,63.6,55.0,644,4.4,4.43,2.81
8799,1.21,3,3,1,60.9,59.0,4472,6.87,6.82,4.17
39419,0.41,4,4,4,61.3,57.0,1076,4.79,4.77,2.93
26295,1.52,4,4,3,62.9,53.0,15792,7.36,7.31,4.61
19436,1.55,4,0,3,61.7,55.0,8088,7.38,7.43,4.58
41764,0.38,4,5,6,62.4,53.2,1245,4.62,4.66,2.9
32250,0.31,4,2,7,62.2,54.0,789,4.38,4.4,2.73
1318,0.79,4,1,4,62.2,57.0,2958,5.89,5.94,3.68
24126,1.76,2,2,2,63.1,59.0,12288,7.69,7.59,4.82
22457,1.5,3,1,5,60.2,58.0,10483,7.5,7.34,4.47
45002,0.57,4,4,3,62.1,55.0,1637,5.31,5.35,3.31
33845,0.3,4,3,7,61.8,57.0,844,4.28,4.31,2.65
18971,1.13,4,3,4,61.0,56.4,7808,6.7,6.75,4.1
39080,0.31,3,6,6,61.1,56.0,1060,4.42,4.35,2.68
28939,0.3,2,3,5,62.9,55.0,684,4.3,4.32,2.71
53171,0.71,3,5,2,59.5,62.0,2629,5.85,5.74,3.45
41811,0.54,1,5,1,63.8,54.0,1250,5.18,5.17,3.3
22392,2.0,1,3,1,64.3,60.0,10416,7.87,7.83,5.05
20521,1.25,2,5,3,61.6,57.0,8851,6.9,6.94,4.26
35066,0.51,4,0,1,62.1,56.0,885,5.1,5.14,3.18
13220,1.14,2,2,2,63.1,58.0,5458,6.69,6.6,4.19
50978,0.31,3,3,3,59.2,60.0,544,4.42,4.47,2.63
13020,1.11,4,3,2,61.9,57.0,5408,6.63,6.66,4.11
49074,0.7,1,4,2,64.3,63.0,2059,5.58,5.55,3.58
30619,0.34,3,1,2,62.7,58.0,447,4.4,4.43,2.77
42162,0.51,4,3,2,63.2,58.0,1284,5.05,5.08,3.2
25671,1.5,2,5,3,59.5,58.0,14592,7.44,7.48,4.44
20753,1.12,4,5,4,61.3,56.0,8991,6.7,6.72,4.11
5798,0.91,4,1,4,62.1,57.0,3906,6.2,6.23,3.86
16222,1.2,4,2,2,60.8,57.0,6485,6.9,6.88,4.19
21566,1.77,3,3,1,62.7,59.0,9664,7.67,7.66,4.8
13268,0.91,2,3,3,62.3,59.0,5484,6.13,6.17,3.83
21814,1.18,4,5,4,62.4,54.0,9886,6.79,6.74,4.22
248,1.05,2,0,1,63.2,56.0,2789,6.49,6.45,4.09
52326,0.7,1,5,2,63.2,57.0,2496,5.61,5.63,3.55
22214,1.72,4,3,1,62.8,59.0,10268,7.62,7.55,4.76
5021,0.91,3,4,1,58.2,61.0,3746,6.58,6.41,3.77
42795,0.8,1,3,0,63.7,55.0,1350,5.91,5.81,3.73
27428,2.11,3,5,1,62.4,61.0,18034,8.19,8.1,5.08
39010,0.4,4,5,5,61.7,57.0,1056,4.77,4.73,2.93
49021,0.71,4,0,3,62.0,56.0,2052,5.7,5.75,3.55
21088,1.05,4,4,5,62.1,54.0,9257,6.55,6.52,4.06
18213,1.0,0,5,4,64.4,55.0,7392,6.33,6.3,4.07
6869,0.91,3,2,3,61.0,59.0,4128,6.32,6.27,3.84
46772,0.7,0,2,2,65.0,59.0,1803,5.54,5.5,3.59
53554,0.78,2,1,4,60.9,55.0,2694,5.94,5.98,3.63
42274,0.23,2,5,5,59.3,60.0,505,4.0,4.1,2.4
32192,0.35,3,2,4,62.6,59.0,788,4.5,4.45,2.8
23103,1.53,3,2,4,59.4,59.0,11127,7.58,7.51,4.48
32893,0.36,4,5,2,62.1,56.0,810,4.59,4.56,2.84
32344,0.3,4,3,6,62.2,57.0,789,4.27,4.31,2.67
28168,0.32,4,3,4,61.6,55.0,665,4.43,4.5,2.75
29587,0.32,4,6,4,60.4,56.0,706,4.44,4.46,2.69
36052,0.31,4,5,6,61.0,57.0,924,4.33,4.36,2.65
18520,1.35,2,2,3,62.3,57.0,7549,7.06,7.12,4.42
49589,0.7,3,5,1,59.8,61.0,2135,5.76,5.74,3.44
21475,1.32,4,2,6,62.1,55.0,9572,6.98,7.03,4.35
12786,1.01,1,2,3,64.4,58.0,5331,6.18,6.24,4.0
45379,0.72,2,0,2,62.7,56.0,1666,5.66,5.72,3.57
6045,0.32,3,5,1,59.7,60.0,576,4.45,4.43,2.65
25297,1.71,3,3,3,61.3,58.0,13951,7.79,7.7,4.75
39968,0.4,4,5,5,61.4,59.0,1106,4.71,4.74,2.9
27920,0.32,4,5,4,59.5,57.0,657,4.45,4.49,2.66
22962,1.37,4,3,4,61.1,55.0,11009,7.2,7.16,4.39
33196,0.3,4,2,6,62.6,56.0,819,4.28,4.25,2.67
26801,1.52,2,4,4,63.4,60.0,16670,7.3,7.25,4.61
49316,0.32,4,3,1,63.0,56.0,540,4.35,4.32,2.73
27902,0.4,2,3,2,59.6,61.0,655,4.74,4.76,2.83
2382,0.32,2,3,3,59.9,57.0,561,4.47,4.51,2.69
16771,1.51,3,0,2,60.4,62.0,6680,7.42,7.32,4.45
11687,1.37,2,0,1,60.7,60.0,5063,7.07,7.19,4.33
44621,0.57,2,3,3,62.6,55.0,1608,5.26,5.31,3.31
51557,0.71,4,5,1,59.3,56.0,2388,5.89,5.84,3.48
41772,0.54,4,5,1,60.6,57.0,1246,5.25,5.28,3.19
32999,0.38,3,6,1,59.2,61.0,812,4.72,4.67,2.78
